opinion_name,reference_name,opinion_id,reference_id
Test_93,The Litigation Explosion,000_1,20485877711221087337990832022390999712612584754606485486163333795596772353442822413839439
Test_93,"Special Report: Marketing State Lotteries, City and State",000_1,10190035272801092303602681586544723914448890722267877425661252506659550602477935166106463377578308448684329586665939746175835253744054451544310547458445951592110514948652426579
Test_93,Patents and The Federal Circuit,000_1,377897743264206186840800774596763256407111787137542277043693492674061075283834020685192048213855409519354184
Test_93,Five Issues in American Health,000_1,87986174799549902164953958326969921485573229620696188291443505877530496208987368786234125968297281
Test_93,Law Dictionary,000_1,1110751867589173550302004594920366121526581793901242431382327345377090
Test_93,The Contempt Power,000_1,1221283691129354122472344619365807510502885440809725001374772288818014864230084423
Test_93,Guidelines Manual,000_1,312619329530537613721955584797702452083187464251940712230824216083278554354540179267
Test_93,Battle Cry of Freedom,000_1,5247864014058574637524686411019027848333880219967384557997761356815721888619753611769963341
Test_93,"Report to the Attorney General, Religious Liberty under the Free Exercise Clause",000_1,976288726446522342422075008201191569297678886361679581203127706075987823663468096984424946033654838061808117793267274548332449571697206229285685347321646108071707612186427369075687620571935885060197506732602138591814322075432266
Test_93,South Florida Inside Out,000_1,343695995310741806721757096235691535482580214158582460821690806357093589205940096372943748425803
Test_93,Constitutional Limitations,000_1,343923760898522469918590108824089496993828677618233269579293761368738275797650301243206012989251
Test_93,Santería: The Religion,000_1,24784685669230743316467622459646444873127650694197232989509201410194408091496650642560818276232700879011270520647
Test_93,The Santería Experience,000_1,6340670943014739560547488393103326623788002487976426751533997594673848314004381000249689439101566142827019191086919
Test_93,Concise Encyclopedia of Islam,000_1,1477282385184213120202303820327744676838181943793364629202470964256428179547859675307989042262929452395591
Test_93,"E Cohen, Handbook of Federal Indian Law",000_1,6971641429746121273232462296509421999711788007181709107699776833559194129528020189311506435951222380426729384417216492967519041
Test_93,A Guide to the Indian Tribes of Oklahoma,000_1,1784568992519090358361896154831096833021680329586233707320696802476625699703062606347486509340443190893838684706565221588000141911
Test_93,Law of Antitrust,000_1,18642384518419677297449710246917328225694399515897223027524391060772691408211
Test_93,Commentary on Conflict of Laws,000_1,24763548785985778859394822447000810039913901984305898137678695313278119118719010826851213294670060901614020552023
Test_93,Reinsurance Practices,000_1,80015371259097115793587534563405906339742699953598937150849568542611074877521186612562
Test_93,"Underwriting the Reinsured, in Reinsurance",000_1,456806846811900525529030163642783693428014483123883768371576093000919621956334179491078908074120132769814501782232611518816736669511
Test_93,Reinsurance,000_1,258764096435621287644592779555288193573256892005095973216579
Test_93,"Regulation of Reinsurance in the United States, 19 Forum",000_1,607373207738320082994390554568982167055124099814247467123831666353415185229510290400351288797004557270365324039153515929421958554856888728467989808638789617210614773063
Test_93,Principles of Reinsurance,000_1,20483935042328861546481195240928509933705015862845993895977042156062910651052196760806743
Test_93,Boycotts and the Labor Struggle,000_1,96805932729136880810454349718300404916449865034564968246145538843283446085018708410169626289945116530776301900
Test_93,Law of Antitrust,000_1,18642384518419677297449710246917328225694399515897223027524391060772691408211
Test_93,Boycotts and the Labor Struggle,000_1,96805932729136880810454349718300404916449865034564968246145538843283446085018708410169626289945116530776301900
Test_93,England Under Gladstone,000_1,1343198556159284400599613783937119943253354559696863917761930002203677247166582882015318860621
Test_93,Antitrust and American Business Abroad,000_1,27230392085067699140673699365684643634233935311495401359221862472859341356080006051309752976703776279319591270992920570197057
Test_93,International Civil Litigation in United States Courts,000_1,141401739462148318641640270515497733436566640072935733442081329751576641022695788824382276591404587546126798382418829594083260229521758498067158617735407234882
Test_93,Antitrust Analysis,000_1,18637083977225342137938470377820379589389059240810787544378766963992974160449
Test_93,The Buffalo Creek Disaster,000_1,1343198060778716888902900587356140574338406460060700747851837192215317616013528695450548663379
Test_93,The Snake River,000_1,1110541655988913807851218892518321251113221335736915816141745317241168
Test_93,Law of Torts,000_1,66224801902241543762638699152870921560471928081708513152360776
Test_93,Insurance Law,000_1,16945508319650804887585945135179630505857393906874920783445321035
Test_93,Cyclopedia of Insurance Law,000_1,343793645722857341486842300049865299088771876960425821050761280936008573792042779990265527889731
Test_93,Supreme Court Practice,000_1,312737784837827387453491362971192045415169306364919987105779349978530513783320048723
Test_93,"Civil Rights and Civil Liberties Litigation: The Law of Section 1983,",000_1,12316660774476819105645496616550580417840958707982956606237189646676905969365503629094685866926813966092339775083120599719608966345071232939964893258349443080138758309627808909464953786881800569119054
Test_93,American Constitutional Law,000_1,343924016025342748596363480762432523818410913059680607660915141525407967423571635168303471227476
Test_93,Prosser and Keeton on Law of Torts,000_1,6341873396817119793205960832012638204171274861073516919809948038619964379555566361998847399045857758700590934091083
Test_93,Prosser and Keeton on Law of Torts,000_1,6341873396817119793205960832012638204171274861073516919809948038619964379555566361998847399045857758700590934091083
Test_93,Principles of Equity,000_1,5247856243383005755845212731839932425642575103272234328693786994445475856098385629578224461
Test_93,Measure of Damages,000_1,1221053462122578175513553633010404320304590733149879937895275499545036792434812243
Test_93,Remedies,000_1,60213957182992753464364520085921796984458031820612
Test_93,Law of Trusts,000_1,66237356105712317124166719146270274935051163614026506303398739
Test_93,Measure of Damages,000_1,1221053462122578175513553633010404320304590733149879937895275499545036792434812243
Test_93,Law of Damages,000_1,18635268817936136219563136972752036822188649692700171349925499709262210037075
Test_93,Law of Trusts,000_1,66237356105712317124166719146270274935051163614026506303398739
Test_93,Law of Trusts and Trustees,000_1,343728460571614637470767355535553571551791380942913218770876694385146104438261673746992269324098
Test_93,Remedies,000_1,60213957182992753464364520085921796984458031820612
Test_93,Equity Jurisprudence,000_1,312589107795246673458575438386571749614241863105638014800188538919885521427333214032
Test_93,Law of Trusts and Trustees,000_1,343728460571614637470767355535553571551791380942913218770876694385146104438261673746992269324098
Test_93,Law of Trusts,000_1,66237356105712317124166719146270274935051163614026506303398739
Test_93,Public Land Law and Procedure,000_1,1476862433045054777967331635373801373108050554262192519911928908101876074763992699887948267905185794842946
Test_93,Commentaries on the Constitution of the United States,000_1,141414832819992990212821792646485364331341214033484542132192587852159808534087641805629403791446712827093619491658301239018203163045290354828855830371609048147
Test_93,Nimmer on Copyright,000_1,4770644719015233879292899432320999952881411068998103882229072801921773417097550
Test_93,Administrative Law Treatise,000_1,343761053147235987633397848125602191971975480091757387677126735790182788101249036516897504780612
Test_93,Administrative Law Treatise,000_1,343761053147235987633397848125602191971975480091757387677126735790182788101249036516897504780612
Test_93,Administrative Law Treatise,000_1,343923634081097183804158148447108365466454400412926850214130632749796884658736397827759767183684
Test_93,Federal Practice and Procedure,000_1,1476161966000443018398551341535566954865796201751947245362831998533560517131865101426181182702554733703767
Test_93,Federal Evidence,000_1,18642384518419677202900190003594886178261282262073947585853845115641179500364
Test_93,Civil Procedure,000_1,4339697241325971490045376091086976495036039050456889303790078746954
Test_93,Civil Procedure,000_1,4339697241325971490045376091086976495036039050456889303790078746954
Test_93,Federal Evidence,000_1,18642384518419677202900190003594886178261282262073947585853845115641179500364
Test_93,Prosser and Keeton on Law of Torts,000_1,6341873396817119793205960832012638204171274861073516919809948038619964379555566361998847399045857758700590934091083
Test_93,Commentaries on Law of Criminal Procedure,000_1,456893322848457821908536928813329530554590633022025456008763106028165551917437654122824692572093882999752055162000081428584273766722
Test_93,Nimmer on Freedom of Speech,000_1,88011173305051478976233020129087648260086060212196829897873068680601014444377938696949656321878350
Test_93,Nimmer on Freedom of Speech,000_1,88011173305051478976233020129087648260086060212196829897873068680601014444377938696949656321878350
Test_93,Handbook of Federal Evidence,000_1,22524460748684774930958868470466331008992406259510231731855247984522197423365044596598753368995885639
Test_93,Scientific Evidence,000_1,80022959809457372170125454397529306792257819367633557286776143130677873293673183144263
Test_93,"Pleas of the Crown,",000_1,72794018714750738699064418219584184489779614283956012470718616294967697733
Test_93,"Pleas of the Crown,",000_1,1221397672200350012041963060017628361651015754895036196600885916647888815310463304
Test_93,Commentaries on Criminal Law,000_1,22526588359428761290165129564714628923479768982036858788176559505822990808678351992537175572847225154
Test_93,Federal Practice and Procedure,000_1,1476441934093215243924871021820638010400561407439101576554694497171180991115762621544353792389213684593239
Test_93,Criminal Law,000_1,15411855744562253925566173147911527596592817558742066
Test_93,Criminal Pleading and Practice,000_1,377861766817472272752187363888069442480756610071202347935704226397235357652486436821636784335235463627499607
Test_93,Law of Injunctions,000_1,72808064846964325923309372245869592731298146974105017273512867821011428674
Test_93,Law of Injunctions,000_1,284352372790536759743964505469198690004421474538561841481474924083636552
Test_93,Guidelines Manual,000_1,312619329530537613721955584797702452083187464251940712230824216083278554354540179267
Test_93,United States Attorney's Manual,000_1,96769308423112789582757857508975512863004303150851536819054419958818511803848462619979984714762602804006843722
Test_93,Commentaries on the Constitution of the United States,000_1,141414832819992990212821792646485364331341214033484542132192587852159808534087641805629403791446712827093619491658301239018203163045290354828855830371609048147
Test_93,Substantive Criminal Law,000_1,5246869367585755081811567543035940766913869971629796327424651688159031835553239677444449612
Test_93,Commentaries on the Conflict of Laws,000_1,1623516581102134133786626017463565343600769783120227211397286634552879532388324549088138028982757990053947973294847059
Test_93,Prosser and Keeton on Torts,000_1,88011173305051479304277906479291023086471300502478090970011418940328925984424306776442167087162699
Test_93,Nimmer on Copyright,000_1,4770192406166650612904526108160809765741359233120503723775793670734242506434894
Test_93,"Copyright: Principles, Law and Practice",000_1,117042368892834883870373583152658106905932564257242023623762544031748024838723111271444391203135409438992714529765590075822667979321159
Test_93,Commentaries on NonContract Law,000_1,378184290060345878849121488147994892387754089647494742335941488625922787178427970977067967619677613448194370
Test_93,Law of Torts,000_1,16953542985352171162700521413611980277409450548660994055975756865
Test_93,Administrative Law Treatise,000_1,343956481286215577392299227133833966689301355340774713436172140514542724057195081632146974466372
Test_93,Guidelines Manual,000_1,312826713162361647027959200431853012126152670794476874481018884616236726769725304643
Test_93,Federal Practice and Procedure,000_1,1476442480905896439677852114946194789805902745731459299857803603613832593604012421388334598267507940356695
Test_93,Cable Television Law: A Video Communications Practice Guide,000_1,10190031498838667481847223607105785197589019003880050467633467980513590914156457136021921649092871581891280989176288603682394247251000141758464938196203119333205786105633465670
Test_93,Antitrust Law,000_1,16947127811898534651223014788872458094653499585977215434375918145
Test_93,Antitrust Law,000_1,16956756885960617819514738889847658654935800599229023263318700609
Test_93,Weinstein's Evidence,000_1,20499468804916307122294369279967193641816776945293126068829304770578555174457911737410903
Test_93,"Federal Taxation of Income, Estates and Gifts",000_1,502264625788088044968419743998966789364852517207304909483912791110145850343662395319164854714610354679722265205090184535140425776722115523012930
Test_93,Antitrust Law,000_1,16947127811898534651223014788872458094653499585977215434375918145
Test_93,Antitrust Law,000_1,16956756885960617819514738889847658654935800599229023263318700609
Test_93,Restatement of Conflict of Laws,000_1,6341861654104205924064293927160335704648854728499647501193800570262628726055203006861770667801486889213186180869998
Test_93,"Addison, Law of Torts",000_1,5246867417328312488890520149437234409955306086798533843881019655308453680432818791284436846
Test_93,"See United States Sentencing Commission, Guidelines Manual",000_1,668193803804553602226681420278386582008358472332689615660661765542435907256137231633429997549671599607516415152229678685162434803180889022894712306126703401247226372599992255737710
Test_93,Collier on Bankruptcy,000_1,5245379340545417951162756764583460915676132927713601464789377630647143626019252309493509998
Test_93,"Judicial Tenure in the American Constitution: English and American Precedents, 1969 S. Ct. Rev. 135",000_1,5574679918004827431327618771682648044049160384333061739037945192705740080982174062677998500709266951764322059140908437534038996833436135048988053173689666695815248823307258926186003971397020396416128454705464980069262397059468897507502374937685548719003114766728525977446746
Test_93,Records of the Federal Convention of 1787,000_1,117019970920462062343695241201238700662309960699077638688704818472586702716320251186801188705621939980402919447774634314019783601971526
Test_93,The Creation of The American Republic 1776-1787,000_1,1963643650389323077294274203538236397229826103701977148419575571207591268211446940205891851612752516283629861648836025572356924864027603988311
Test_93,"Parody and Copyright Protection: Turning the Balancing Act Into a Juggling Act, in ASCAP, Copyright",000_1,365307600795971871356668073150547643542984198560417967211591420020998221878056128815299856661241593020234054440615508108469574110899705293231339575329621302863449927796308907328750286539149311379190566238200781391223020559734194928889090359934536286419530930969686401347291932994
Test_93,"Parody and Copyright Protection: Turning the Balancing Act Into a Juggling Act, in ASCAP, Copyright",000_1,365307600795971871356668073150547643542984198560417967211591420020998221878056128815299856661241593020234054440615508108469574110899705293231339575329621302863449927796308907328750286539149311379190566238200781391223020559734194928889090359934536286419530930969686401347291932994
Test_93,"Freedom of the Press in England, 1476-1776",000_1,29942938668161942344297501331823084564760518192991413969995811528034228133133014364393928059741653459292580158419254334145402541846128979
Test_93,"The Country Justice, ch. 104",000_1,22537218199819635313006774559127765082463519173193183660382631419222048254208545002950398060696199492
Test_93,"The Declaration of Rights, 1689",000_1,6340069716113549364897108192068469052181424682606385345068213040111974946718199341838409035309670114837454687593299
Test_93,"Reconstruction: America's Unfinished Revolution, 1863-1877",000_1,155561251384619734135159530429866263018159050068067498837650203521054183897881934387186553697958017906956994572339836846753536674001614260613178656262211621600809028841286
Test_93,"Criminal Pleading, ch. xix",000_1,87994290223564870709632268487648828800475505872081441287893112153502183998845780818551405472216147
Test_93,The Country Justice,000_1,4772441588676620778439551992264028007182604083322165225331522973102454199836996
Test_93,3 Edw. I,000_1,16951935900188340007642853186114406230885907532031412765126255959
Test_93,Criminal Pleading,000_1,18633515747404104674106139950202100409005671542625425143652014856779679757395
Test_93,Exemption of Tangible Personalty,000_1,96814999215853217214771191566814749711714085207864802983660921269024305582342443646418296297276085036516598090
Test_93,Parody and Copyright Protection: Turning the Balancing Act Into a Juggling Act,000_1,976381263735921298203582908617940319116008651063049365635875271625298389061091131043137426444930792310434565207546706901802609396503733009874631146754147408895158650815716570478708467726088513446103984142992804232039586168269122
Test_93,Parody and Copyright Protection: Turning the Balancing Act Into a Juggling Act,000_1,976381263735921298203582908617940319116008651063049365635875271625298389061091131043137426444930792310434565207546706901802609396503733009874631146754147408895158650815716570478708467726088513446103984142992804232039586168269122
Test_93,Legal Problems Relating to Refugees and Displaced Persons,000_1,2373225551102893811709333316094004231688457251609583550025130323408237632960771413441650879251584387494691650867185814264693650638679145396550884412074334846950926411
Test_93,Legal Problems Relating to Refugees and Displaced Persons,000_1,2373225551102893811709333316094004231688457251609583550025130323408237632960771413441650879251584387494691650867185814264693650638679145396550884412074334846950926411
Test_93,Use of Behavior Therapy with the Mentally Retarded,000_1,552245387100738203334330067959632943529953806698682460183404811409674133117365609412578502709736214485259978159463063149202326910924976249151789901748003143
Test_93,Pharmacological Intervention,000_1,87986174799549902342230323643756111752782627212733266307587857698192695178091262297469147866360147
Test_93,"The Psychotherapies: Individual, Family, and Group",000_1,552664381098548911738200967076482532206041762402011631979375705979573898681880658967265533591772521835801980429751042401961427992537052430979683202223008078
Test_93,Employing Psychiatric Predictions of Dangerous Behavior: Policy vs. Fact,000_1,13551291194062919021374244339874136444618327202240606585273230042661491219306774021077554730155605528832185727466248820481323890881057257870918827112166349193098211527718335651311215267206956486051807450135622739
Test_93,Racial Gerrymandering and Legislative Reapportionment,000_1,36205696692162170251283892501268414950872151595824980689516553770887406229622538635777524441666478920475387469560211855996948149896172623323772258040879481250128
Test_93,Aspects of American Trial Jury History,000_1,6973622015402613936975037476415729377531071607962144223306409694423294860367653928638058081893776903392883446538101179886494036
Test_93,Underwriting the Reinsured,000_1,1342434669610827860074798447760270097996566722039259256520802849515010058053226395895728074567
Test_93,Black's Law Dictionary,000_1,1342435166934064279382861916402420904263715904111239550277274899511083345934196233235815427950
Test_93,Black's Law Dictionary,000_1,1342435166934064279382861916402420904263715904111239550277274899511083345934196233235815427950
Test_93,Webster's Ninth New Collegiate Dictionary,000_1,7666127655415053359781492335877039070461211560965590633405910428524753181160415307731943696258973822947746652098531686942708512116443148142
Test_93,Black's Law Dictionary,000_1,1342435166934064279382861916402420904263715904111239550277274899511083345934196233235815427950
Test_93,Black's Law Dictionary,000_1,1342435166934064279382861916402420904263715904111239550277274899511083345934196233235815427950
Test_93,American Heritage Dictionary,000_1,377933579180081032349180575412770738649306447181881250282559588978553487685272312499981122212902387547336558
Test_93,Boswell's Life of Johnson,000_1,22530818647596383333529246981080856780473560888014120303373010796086225731408378620360393042050379630
Test_93,Encyclopedia Britannica,000_1,343826110983730169812372643022759556353032457066581797616294844464971946179807074929214025068398
Test_93,Larousse Modern FrenchEnglish Dictionary,000_1,29940132726431492757814037844770558833564469934545865269090537452029386236037649522621208341680639016800375106663181970307338028292468590
Test_93,Webster's Third New International Dictionary,000_1,128652862549295935402541312813890272593212458334027939475724473211183398982713494674964703186200534747338766049963690032413553094813310983476309870
Test_93,Larousse Modern FrenchEnglish Dictionary,000_1,29959996132120174275468057603985759885215888569753857619035058767744909383086769024584666718325969072737864817298509465495920799159119726
Test_93,The New Cassell's French Dictionary,000_1,27235546497910286874127465237836938555714636104215397209936387944508432328836653258990213076783549102139897915861826453598062
Test_93,Webster's Third New International Dictionary,000_1,128652862549295935402541312813890272593212458334027939475724473211183398982713494674964703186200534747338766049963690032413553094813310983476309870
Test_93,Black's Law Dictionary,000_1,1342435166934064279382861916402420904263715904111239550277274899511083345934196233235815427950
Test_93,Webster's New International Dictionary,000_1,456806339120916497705375894282162271100581511136122213664190695314165320530206845075242641892047219918236100103190227966188104675182
Test_93,Webster's Collegiate Dictionary,000_1,6341272169915929704698301754256525121740943313963459422147716006407937550142199575845702318514337730975531985235822
Test_93,Black's Law Dictionary,000_1,1342435166934064279382861916402420904263715904111239550277274899511083345934196233235815427950
Test_93,Black's Law Dictionary,000_1,1342435166934064279382861916402420904263715904111239550277274899511083345934196233235815427950
Test_93,Webster's New International Dictionary,000_1,456806339120916497705375894282162271100581511136122213664190695314165320530206845075242641892047219918236100103190227966188104675182
Test_93,The American Enterprise,000_1,343695995310741804984017636243698887695368012645782703103595268650370956125419642383559617900398
Test_93,Black's Law Dictionary,000_1,1342435166934064279382861916402420904263715904111239550277274899511083345934196233235815427950
Test_93,Webster's New International Dictionary,000_1,456806339120916497705375894282162271100581511136122213664190695314165320530206845075242641892047219918236100103190227966188104675182
Test_93,Webster's Third New International Dictionary,000_1,128652862549295935402541312813890272593212458334027939475724473211183398982713494674964703186200534747338766049963690032413553094813310983476309870
Test_93,Black's Law Dictionary,000_1,1342435166934064279382861916402420904263715904111239550277274899511083345934196233235815427950
Test_93,Webster's New International Dictionary,000_1,456806339120916497705375894282162271100581511136122213664190695314165320530206845075242641892047219918236100103190227966188104675182
Test_93,Webster's Third New International Dictionary,000_1,128689350271914680062716457825456763764327622918031866598245806741320621803025017204032881812832410889457730091547537039755135021530997977289551726
Test_93,A Nation Dedicated to Religious Liberty,000_1,116942596106810505963822980361698804963017468475747294292223220748509929037380916755028208811909644988655232690516748055207937453289326
Test_93,Encyclopedia of the American Religious Experience,000_1,141482133935478247215924202583387164280286098773746433275455168270908049794643891285118972830404115744244448439759112043294099444996113701647782026232320716654
Test_93,Webster's New International Dictionary,000_1,456806339120916497705375894282162271100581511136122213664190695314165320530206845075242641892047219918236100103190227966188104675182
Test_93,Oxford English Dictionary,000_1,22541540301272783297777166909459344677966158993732312253012252978296601029797345924510558256197758830
Test_93,Webster's New International Dictionary,000_1,456892815818529762866096388035097886076927703723128869076172635930967937198193214380258109843800101712938722595182493421828034228078
Test_93,Webster's Third New International Dictionary,000_1,128652862549295935402541312813890272593212458334027939475724473211183398982713494674964703186200534747338766049963690032413553094813310983476309870
Test_93,"Historical Statistics of the United States, Colonial Times to the Present",000_1,77349533240845313603328782790032747482936497926084289582337171159794623809270755480324307958728637929702011116513053161125339049006014080355297294442250415972320174594779438312137224836011711457004253163296845337814086569541912926345294783509079206480143699
Test_93,"Property Assessment and Exemptions: They Need Reform, Table Cl",000_1,19795849872034796702808530498238193837545603593655451351024687092016049188224653720580439635894587832027640512398954772115878757023861238921083084776668131565375745681577711336432024249281258668710273927481909991539413788119430190651313585119386270620805588307
Test_93,Handbook on Procedures and Criteria for Determining Refugee Status,000_1,7410720095370747271495183663331072796357197087417692527569986993075851875531930397871372330945903064401283475373736774661467564092005568445021256630638319784925007023485262848198503041699058694756819341369361553356625982277314361780317177787376863071589128691735382455416680706383579347875748852794149329856079
Test_93,Diagnostic and Statistical Manual of Mental Disorders,000_1,227331478087213192576139591062192842429164840638979009944610507639933960099218083326709365045513602437323946360673670392673332015324534899459521178285610945944982898730843933228224663442762383264566826827357181907920211
Test_93,National Prosecution Standards,000_1,155458114685662593418430772301601486573572563271670435745957800902145223995322918128523629835902504689691861403284444357297969665075553612763103381075048987162950245835086
Test_93,"Attorney General's Commission on Pornography, Final Report",000_1,249929913970309720922147429810895479251754786801382058327145463213032356163444404930781378366216801905140972453251566859816430236722304016854200857740802093269291754308445022807086446392637074189104254202698696317963198258003668565
Test_93,Guidelines Manual,000_1,502359893993358917557644250704050731567927122143048263239787981944256905502485838941051742521483183221357747004018233947773221361989509513309781
Test_93,"Report to the Attorney General, Religious Liberty under the Free Exercise Clause",000_1,1297710307161918885865316396495056877978141881349342517177720756637138529165046293846597111267811660198891725657333122864422311602446298764572409851766599182365517999546823121818980664041112412950151539694128488984799027962179010067233280803837717422910799299489365
Test_93,"The Federalist No. 22,",000_1,5244378866065921564304035872097039719888950413061850141427430770572609955982955051465138504
Test_93,"The Federalist No. 76,",000_1,5244378866065921564331777657217537728237662771586393341390603392183404205066010666411581768
Test_93,Multiple Defendants in Securities Law Fraud Cases,000_1,32922633624088220755176162104375335289192675401290519505931508728349641114145441752934349778417892011493672673359702641101746962234189193274437432658
Test_93,The Religion Clauses of the First Amendment: Reconciling the Conflict,000_1,12317824196834313064972520421812770377282768934680798259000096827408735921814256667285513555489367561139838270618775812484658396005973492322145180435887375107828063332169531677513385962871363594053699
Test_93,The Religion Clauses and the Burger Court,000_1,116986915498952468166528021799666644035148199849043417721769119512827321049420986801776975622010992229017077105985515387117535799440715
Test_93,"""We Know It When We See It"": The Supreme Court and Establishment",000_1,734478004933998477044967142438155898637086281501121947739746579266281406273100080348618325689139330556514369486574670302053246429062167917112602596608737808852248204288319879203576675063456077
Test_93,The Establishment Clause and Aid to Parochial Schools — An Update,000_1,188044191296766195875315747905877376060366129149611616459119268075957128980848683059915463870161188800815396372254050841735061834472326761761303749060338280538074952207829687458615995443400632387
Test_93,Verbatim Reporting Comes of Age,000_1,24770594413734100241741122833802495712955798657540837463166225525786814400646442631114038742234923768155464819026
Test_93,The Federal Statutes — Their History and Use,000_1,7669747652967697444026762429308911871597588757639588623096595669880155115186897578808592642732982566407500407520467718100797132340652504900
Test_93,"Note, The Definition of ""Business of Insurance"" Under the McCarranFerguson Act After Royal Drug",000_1,84998375881282687434181348938509528488427235016392898857451567501724697846775722468605628564867944550234039962759282014868065946302790710662902128372111429499136311322378398258292518692870355144723048942534327914589537670151413261531997608093899077294852644915625553774
Test_93,"Uncle Sam versus the Insurance Commissioners: A MultiLevel Approach to Defining the ""Business of In",000_1,21778157080218606264519145416582170967601582844623849398829697903275594367519883024555469952590161355632839895752906018140738833250056159802193035506973591389135645755698516754563109550050522025668539419250399677894569739834900882132740304719074348210363352237035662831432
Test_93,"Note, Trading Fairness for Efficiency: Constitutionality of the Dispute Resolution Procedures of the Mult",000_1,102815202963558710891745071158127488555042313896672832571964497274841886356537303539023327782167537231529937710035233144183591975928230433726659990905024794894022659893081701444894398271181766498492979642240664531062884503390928922852538902530324769004756631347017064989178238087009911621775214
Test_93,Making Decisions Disappear: Depublication and Stipulated Reversal in the California Supreme Court,000_1,85038555600118584587498811117145644152077176859558223378886007288850268725899565846890509660916007754271473401328634226754085029688301820127645471332667331057011445420057637092408730861739478924690279575233394116572782451828818831761217148355433187126068617314015797570
Test_93,"Forfeiture, Seizures and the Warrant Requirement",000_1,8427398161886253938244520599150597389065989121191505313990927598898131959705752037555746827806425665428815320273039956940990830198673125810157749366595
Test_93,"Civil Forfeiture, Warrantless Property Seizures, and the Fourth Amendment",000_1,206756774866528933354392090377888537029458217145831520794937622975380566495104464727907474652738018648525233669985763546901513553628065823934538555774418104030311723909248439785191838036414574429142749898817
Test_93,"U. S. Dept, of Justice",000_1,1342689796431106081070941170633040639850828820114674288238017333209076626547364044129233564737
Test_93,The Case for the Nonapplication of ERISA to Insurers' General Account Assets,000_1,58191342738063475312346114210680802236459040744755667056169965791728037704445047831862045683472946686236568322282012672617323036728159664001830421146056587051516056369992592789969199627590002693648796038328607223076122439
Test_93,Insurers Beware: General Account Activities May Subject Insurance Companies to ERISA's Fiduciary Ob,000_1,5572568803530797103698949088517938711137937042520585727663821819802664492170642429058630933766603031746454913242268593169188110761053365402804079762012307824892369897346545880456185285001658950146162892709502421659306980368282781897353489750867005425433044825227953357811523
Test_93,"Federal Judges — Appointment, Supervision,'and Removal — Some Possibilities Under the Constitution",000_1,93456529511993463876456033604101715891833330240133283838182980863633149517839042914315195964859060360008611260857920054265385554499770375243746883884779645012943363239698967844994675861905706708016014319287364176148609440911517598505457753646101011429787766079951267329148467636307
Test_93,The CourtMartial: An Historical Survey,000_1,456806846811900528608533295939753562746761448211805536243079390038750970409156973627876079998460580813717410501350670879230289011539
Test_93,State Tax Incentives to Fight Pollution,000_1,1785755587983068862417607032309770374595477368674539975821360112417174859325121616072194557522894878100484356597030673947734991693
